trade_no,asset,rehedge_min,entry_ts,exit_ts,instrument,strike,cp,expiry,hold_hours,wknd_frac,index_in,index_out,index_move_pct,iv_in,iv_out,iv_change,premium_in,premium_out,option_pnl,hedge_pnl,perp_fees,option_fees,spread_cost,vega_usd,gross_usd,net_usd,gross_per_vega,net_per_vega,cum_net_per_vega
43,ETH,60,2021-09-10 12:09:15.949000+00:00,2021-09-12 00:00:00+00:00,ETH-12SEP21-3450-C,3450,C,2021-09-12 08:00:00+00:00,35.8456,0.729834,3398.48,3249.39,-4.38696,0.8432,1.0598,0.2166,58.435,1.27911,57.1559,-67.9497,3.02897,1.17943,1.26624,93.7509,-10.7937,-16.2684,-0.115132,-0.173528,-3.28706
44,ETH,60,2021-09-17 12:21:25.506000+00:00,2021-09-19 00:00:00+00:00,ETH-19SEP21-3450-C,3450,C,2021-09-19 08:00:00+00:00,35.6429,0.733223,3434.72,3427.82,-0.200756,0.8536,0.7845,-0.0691,75.65,22.6318,53.0182,-23.2644,3.74445,2.05876,1.31043,97.0223,29.7538,22.6402,0.30667,0.23335,-3.05371
45,ETH,60,2021-10-08 12:38:27.332000+00:00,2021-10-10 00:00:00+00:00,ETH-10OCT21-3600-C,3600,C,2021-10-10 08:00:00+00:00,35.3591,0.738023,3617.18,3575.57,-1.15032,0.8058,0.6972,-0.1086,91.0806,19.5041,71.5765,-38.2137,3.51243,2.15783,1.3727,101.633,33.3628,26.3199,0.328268,0.25897,-2.79474
46,ETH,60,2021-10-22 12:23:07.279000+00:00,2021-10-24 00:00:00+00:00,ETH-24OCT21-4150-P,4150,P,2021-10-24 08:00:00+00:00,35.6146,0.733699,4124.93,4178.81,1.30611,0.776,0.696,-0.08,103.852,22.4127,81.4393,-64.4357,4.50144,2.49112,1.56985,116.23,17.0036,8.4412,0.146293,0.0726252,-2.72211
47,ETH,60,2021-11-05 12:44:58.625000+00:00,2021-11-07 00:00:00+00:00,ETH-7NOV21-4550-C,4550,C,2021-11-07 08:00:00+00:00,35.2504,0.739878,4487.77,4521.34,0.748091,0.64,0.5838,-0.0562,54.3883,19.6206,34.7677,-17.2785,4.16527,2.70274,1.64748,121.977,17.4892,8.97376,0.143381,0.0735692,-2.64855
48,ETH,60,2021-11-26 12:42:26.569000+00:00,2021-11-28 00:00:00+00:00,ETH-28NOV21-4100-C,4100,C,2021-11-28 08:00:00+00:00,35.2926,0.739156,4026.89,4088.86,1.53892,0.9394,0.6878,-0.2516,75.2658,28.6703,46.5955,-6.76838,4.33327,2.43472,1.49521,110.703,39.8272,31.564,0.359766,0.285123,-2.36342
49,ETH,60,2021-12-10 12:36:22.218000+00:00,2021-12-12 00:00:00+00:00,ETH-12DEC21-4200-C,4200,C,2021-12-12 08:00:00+00:00,35.3938,0.737432,4158.94,4080.88,-1.87691,0.8754,0.8019,-0.0735,84.192,5.77651,78.4155,-90.3391,4.41396,1.96975,1.57539,116.64,-11.9236,-19.8827,-0.102226,-0.170462,-2.53388
50,ETH,60,2021-12-31 12:41:22.134000+00:00,2022-01-02 00:00:00+00:00,ETH-2JAN22-3800-C,3800,C,2022-01-02 08:00:00+00:00,35.3105,0.738851,3797.36,3768.12,-0.769858,0.6495,0.477,-0.1725,68.4388,9.43597,59.0029,-34.6742,3.47514,2.26964,1.45009,107.362,24.3286,17.1338,0.226603,0.159588,-2.3743
51,ETH,60,2022-01-07 12:37:16.840000+00:00,2022-01-09 00:00:00+00:00,ETH-9JAN22-3200-C,3200,C,2022-01-09 08:00:00+00:00,35.3787,0.73769,3251.31,3071.4,-5.53373,0.7177,0.8135,0.0958,94.2798,1.52113,92.7587,-100.146,4.18258,1.16553,1.1726,86.8175,-7.38697,-13.9077,-0.0850862,-0.160194,-2.53449
52,ETH,60,2022-03-25 12:44:33.308000+00:00,2022-03-27 00:00:00+00:00,ETH-27MAR22-3200-C,3200,C,2022-03-27 08:00:00+00:00,35.2574,0.739758,3193.94,3144.14,-1.55908,0.6233,0.4269,-0.1964,53.3558,1.61978,51.736,-33.9001,2.45426,1.16065,1.21943,90.2851,17.8359,13.0015,0.197551,0.144005,-2.39049
